time,symbol,event,score,state,bias,allow_trend,allow_mean_reversion,flip_count,sma_100,sma_200,sma_spread_pct,dir_5m_1,dir_5m_2,dir_5m_3,dir_5m_4,dir_5m_5,dir_5m_6,dir_15m,dir_30m,vwap_dist_5m,vwap_dist_15m,vwap_dist_30m,vwap_dist_1h,sizing_mult,risk_mult,reason,quote_time,bid_price,bid_size,ask_price,ask_size,mid,spread,spread_pct_mid
2026-01-29T10:46:00-05:00,VOO,15m_close,1.2,CONFIRMED,BOTH,1,1,0,nan,nan,nan,0,-1,0,0,0,0,0,0,nan,nan,nan,nan,1.0,1.0,30m confirm (aligns + not too choppy),2026-01-29T11:01:00.147732-05:00,630.81,40.0,639.0,40.0,634.905,8.190000000000055,1.2899567651853512
2026-01-29T10:55:00-05:00,VOO,5m_close,1.2,CONFIRMED,BOTH,1,1,1,nan,nan,nan,0,-1,1,0,0,0,0,0,0.06837660272122202,nan,nan,nan,1.0,1.0,30m confirm (aligns + not too choppy),2026-01-29T11:01:00.147732-05:00,630.81,40.0,639.0,40.0,634.905,8.190000000000055,1.2899567651853512
2026-01-29T10:49:00-05:00,MAGS,1h_close,1.0,ACTIVE,BOTH,1,1,0,nan,nan,nan,0,-1,0,0,0,0,0,0,nan,nan,nan,nan,1.0,0.75,5m#1 ok (no extreme VWAP dislocation),2026-01-29T11:01:00.149681-05:00,65.08,1000.0,65.09,200.0,65.08500000000001,0.010000000000005116,0.01536452331567199
2026-01-29T10:49:00-05:00,MAGS,30m_close,1.2,CONFIRMED,BOTH,1,1,0,nan,nan,nan,0,-1,0,0,0,0,0,0,nan,nan,nan,nan,1.0,1.0,30m confirm (aligns + not too choppy),2026-01-29T11:01:00.149681-05:00,65.08,1000.0,65.09,200.0,65.08500000000001,0.010000000000005116,0.01536452331567199
2026-01-29T10:49:00-05:00,MAGS,15m_close,1.2,CONFIRMED,BOTH,1,1,0,nan,nan,nan,0,-1,0,0,0,0,0,0,nan,nan,nan,nan,1.0,1.0,30m confirm (aligns + not too choppy),2026-01-29T11:01:00.149681-05:00,65.08,1000.0,65.09,200.0,65.08500000000001,0.010000000000005116,0.01536452331567199
2026-01-29T10:55:00-05:00,MAGS,5m_close,1.2,CONFIRMED,BOTH,1,1,1,nan,nan,nan,0,-1,1,0,0,0,0,0,0.09044619963176184,nan,nan,nan,1.0,1.0,30m confirm (aligns + not too choppy),2026-01-29T11:01:00.149681-05:00,65.08,1000.0,65.09,200.0,65.08500000000001,0.010000000000005116,0.01536452331567199
2026-01-29T10:46:00-05:00,RGTI,1h_close,1.0,ACTIVE,BOTH,1,1,0,nan,nan,nan,-1,-1,0,0,0,0,0,0,nan,nan,nan,nan,1.0,0.75,5m#1 ok (no extreme VWAP dislocation),2026-01-29T11:01:00.097519-05:00,19.98,200.0,19.99,200.0,19.985,0.00999999999999801,0.05003752814609963
2026-01-29T10:46:00-05:00,RGTI,30m_close,1.2,CONFIRMED,BOTH,1,1,0,nan,nan,nan,-1,-1,0,0,0,0,0,-1,nan,nan,nan,nan,1.0,1.0,30m confirm (aligns + not too choppy),2026-01-29T11:01:00.097519-05:00,19.98,200.0,19.99,200.0,19.985,0.00999999999999801,0.05003752814609963
2026-01-29T10:46:00-05:00,RGTI,15m_close,1.2,CONFIRMED,BOTH,1,1,0,nan,nan,nan,-1,-1,0,0,0,0,-1,-1,nan,nan,nan,nan,1.0,1.0,30m confirm (aligns + not too choppy),2026-01-29T11:01:00.097519-05:00,19.98,200.0,19.99,200.0,19.985,0.00999999999999801,0.05003752814609963
2026-01-29T10:55:00-05:00,RGTI,5m_close,1.2,CONFIRMED,BOTH,1,1,1,nan,nan,nan,-1,-1,1,0,0,0,-1,-1,0.03190700378088266,nan,nan,nan,1.0,1.0,30m confirm (aligns + not too choppy),2026-01-29T11:01:00.097519-05:00,19.98,200.0,19.99,200.0,19.985,0.00999999999999801,0.05003752814609963
