time,open,high,low,close,volume
2026-01-27T09:30:00-05:00,119.15,119.27,119.15,119.27,298.0
2026-01-27T09:45:00-05:00,119.28,119.37,119.25,119.37,601.0
2026-01-27T10:19:00-05:00,119.7,119.74,119.7,119.74,200.0
2026-01-27T10:35:00-05:00,119.65,119.65,119.65,119.65,100.0
2026-01-27T10:45:00-05:00,119.76,119.76,119.665,119.665,268.0
2026-01-27T11:01:00-05:00,119.85,119.88,119.755,119.81,721.0
2026-01-27T12:09:00-05:00,119.92,119.92,119.92,119.92,359.0
2026-01-27T15:20:00-05:00,120.26,120.26,120.175,120.175,400.0
2026-01-27T15:30:00-05:00,120.065,120.065,120.065,120.065,100.0
