time,symbol,adx_14,atrp_14,trend_label,vol_label,regime
2026-01-27T09:07:00-05:00,GORO,nan,nan,RANGE,UNKNOWN_VOL,RANGE_UNKNOWN_VOL
2026-01-27T10:00:00-05:00,GORO,nan,nan,RANGE,UNKNOWN_VOL,RANGE_UNKNOWN_VOL
