time,ret_1,ema_20,ema_50,rsi_14,atr_14,atrp_14,adx_14,vwap,vwap_dist_pct,vol_z_20
2026-01-27T09:30:00-05:00,0.017643865363734967,18.46687533363668,18.54203497326815,nan,nan,nan,nan,18.76,-0.07995735607676209,nan
2026-01-27T09:46:00-05:00,-0.0066684449186449335,18.48145863519509,18.54509242529685,49.83164983164987,0.17571428571428577,0.9436857449746818,nan,18.713036886382547,-0.49717684493129244,nan
2026-01-27T10:00:00-05:00,0.01933404940923733,18.528938765176513,18.56214762430482,61.79775280898871,0.2028571428571431,1.0687942194791522,nan,18.785383717981233,1.0359984386823147,nan
2026-01-27T10:15:00-05:00,0.023709167544784027,18.614754120873986,18.59618105080267,68.66359447004595,0.2389285714285716,1.2296889934563644,nan,19.013480982009884,2.1906510353586275,nan
2026-01-27T10:30:00-05:00,-0.007720020586721499,18.67811087126694,18.62299748018296,64.36285097192226,0.25892857142857145,1.3429905157083581,nan,19.10627030165996,0.9092810663572896,nan
2026-01-27T10:45:00-05:00,0.006224066390041472,18.746862216860567,18.65346816723461,65.9793814432989,0.269642857142857,1.389911634756995,nan,19.177065448102034,1.1625060805120637,nan
2026-01-27T11:00:00-05:00,-0.004639175257731942,18.800494386683372,18.679214513617566,65.040650406504,0.2750000000000001,1.4241325737959611,nan,19.20049886090191,0.570303614980896,0.35728668869607744
2026-01-27T11:15:00-05:00,0.0020714655618851996,18.852828254618288,18.705519826809034,70.38626609442062,0.27142857142857146,1.402731635289775,nan,19.213909138221887,0.7082934596968182,-0.10076064930193475
2026-01-27T12:35:00-05:00,0.004598875830352567,nan,nan,nan,nan,nan,nan,19.59623120430404,0.32541357075820965,nan
2026-01-27T12:45:00-05:00,0.003560528992879064,nan,nan,nan,nan,nan,nan,19.611734716556846,0.603033261220442,nan
2026-01-27T13:02:00-05:00,-0.0086163203243792,19.58985098801425,19.578894316665533,nan,nan,nan,nan,19.61108443399071,-0.2604875531623915,nan
2026-01-27T13:16:00-05:00,0.0005112474437629633,19.587960417727178,19.57854551993355,nan,nan,nan,nan,19.598670884308138,-0.14628994219752633,nan
2026-01-27T13:33:00-05:00,0.005109862033725099,19.595773711276973,19.58213197013223,nan,nan,nan,nan,19.60131661483667,0.35040189653048315,nan
2026-01-27T13:53:00-05:00,0.004321301474326189,19.610938119726786,19.588911108558417,nan,nan,nan,nan,19.60806245638814,0.7493730904757903,nan
2026-01-27T14:06:00-05:00,0.008352315869400329,19.64037258451471,19.601894986654166,nan,nan,nan,nan,19.618789953231396,1.5353140916776775,nan
2026-01-27T14:16:00-05:00,0.0060240963855420215,19.678432338370452,19.619075575412825,nan,nan,nan,nan,19.64020437153462,2.035598107343634,nan
2026-01-27T14:32:00-05:00,-0.0009980039920159944,19.71096259185898,19.634798101867226,nan,nan,nan,nan,19.684876495325195,1.702441489812701,nan
