time,ret_1,ema_20,ema_50,rsi_14,atr_14,atrp_14,adx_14,vwap,vwap_dist_pct,vol_z_20
2026-01-28T10:20:00-05:00,0.00022446689113353457,nan,nan,nan,nan,nan,nan,66.82029633503291,0.029487545024199417,nan
2026-01-28T10:25:00-05:00,-0.0001496110113705651,nan,nan,nan,nan,nan,nan,66.82049028400598,0.014231736333563047,nan
2026-01-28T10:30:00-05:00,-0.0022445009726169696,66.75583254919503,66.74761444190646,nan,nan,nan,nan,66.77524352521758,-0.14263298819958684,nan
2026-01-28T10:35:00-05:00,-0.0007498500299941702,66.74384849689075,66.74300211085131,nan,nan,nan,nan,66.77071236149233,-0.2107396439482717,nan
2026-01-28T11:22:00-05:00,-0.003001650907999198,66.71395816385353,66.7307275182689,nan,nan,nan,nan,66.76331718346253,-0.4992519807645055,nan
2026-01-28T11:25:00-05:00,0.00045160319132908633,66.68977167205796,66.72011075284661,nan,nan,nan,nan,66.75886187818253,-0.44767371667881334,nan
2026-01-28T11:34:00-05:00,-0.0012789647908515445,66.65979341757625,66.70657699783303,nan,nan,nan,nan,66.75606323515116,-0.5708293998836451,nan
2026-01-28T11:36:00-05:00,0.00022598870056489417,66.63409880637852,66.69416221360429,nan,nan,nan,nan,66.72811927740658,-0.5067118346329,nan
2026-01-28T11:43:00-05:00,-0.0015815634884772667,66.60085130100914,66.6781166366002,nan,nan,nan,nan,66.7211982107664,-0.6537625559248716,nan
2026-01-28T11:46:00-05:00,0.0003771592366297316,66.57315117710351,66.66368069006685,nan,nan,nan,nan,66.71580650800935,-0.6082614139733598,nan
2026-01-28T12:22:00-05:00,0.0007540340823404268,66.5528510649984,66.65177164339758,nan,nan,nan,nan,66.69179601292447,-0.4975064891942196,nan
2026-01-28T12:29:00-05:00,-0.0007534659433393598,66.52972239214142,66.63836883385257,nan,nan,nan,nan,66.66801100763679,-0.5370056826740791,nan
2026-01-28T12:30:00-05:00,-0.0006032272658724747,66.50498692622318,66.62392299723089,24.175824175824147,0.07214285714285751,0.10886201470176175,nan,66.64296064703473,-0.5596399730949311,nan
2026-01-28T12:35:00-05:00,0.0007544892108042323,66.48736912372574,66.61200444831987,21.14285714285613,0.06964285714285674,0.10501033947957893,nan,66.6359575507072,-0.47415473915382683,nan
2026-01-28T12:40:00-05:00,0.00045235223160444704,66.47428635003757,66.60172976407202,22.471910112358614,0.06892857142857066,0.10388631714931525,nan,66.6300273322059,-0.42027197559102875,nan
2026-01-28T12:52:00-05:00,0.0010550113036926767,66.46911622146257,66.59460310665743,28.42105263157886,0.07321428571428511,0.11022927689594264,nan,66.62256436901052,-0.3040476915426867,nan
2026-01-28T12:59:00-05:00,0.0001505570611262108,66.46539086703756,66.58814808286695,34.56790123456794,0.0625,0.09408399819358723,nan,66.6216161964318,-0.2876186549825218,nan
2026-01-28T13:03:00-05:00,-0.0006021375884390778,66.45821078446255,66.58037756981335,35.00000000000027,0.06107142857142885,0.0919888967787752,nan,66.61935751783771,-0.34428059108240533,-0.6198447576168117
2026-01-28T13:08:00-05:00,0.0006025003765628423,66.45552404308516,66.57448041021283,50.0,0.04964285714285869,0.07472957570805161,nan,66.61751971672301,-0.2814870885622744,-0.5962136826713381
2026-01-28T13:13:00-05:00,0.0006021375884388558,66.45690270564847,66.57038313922409,50.769230769231136,0.050357142857144765,0.07575920393733228,nan,66.61681082812751,-0.2203810514230229,-0.5948170049535201
