time,symbol,adx_14,atrp_14,trend_label,vol_label,regime
2026-01-26T12:25:00-05:00,MSFT,nan,nan,RANGE,UNKNOWN_VOL,RANGE_UNKNOWN_VOL
2026-01-26T15:00:00-05:00,NGD,nan,nan,RANGE,UNKNOWN_VOL,RANGE_UNKNOWN_VOL
