time,open,high,low,close,volume
2026-01-27T09:30:00-05:00,119.15,119.27,119.15,119.27,298.0
2026-01-27T09:45:00-05:00,119.28,119.315,119.28,119.315,201.0
2026-01-27T09:51:00-05:00,119.25,119.25,119.25,119.25,300.0
2026-01-27T09:55:00-05:00,119.37,119.37,119.37,119.37,100.0
2026-01-27T10:19:00-05:00,119.7,119.7,119.7,119.7,100.0
2026-01-27T10:21:00-05:00,119.74,119.74,119.74,119.74,100.0
2026-01-27T10:35:00-05:00,119.65,119.65,119.65,119.65,100.0
2026-01-27T10:45:00-05:00,119.76,119.76,119.76,119.76,100.0
2026-01-27T10:54:00-05:00,119.665,119.665,119.665,119.665,168.0
2026-01-27T11:01:00-05:00,119.85,119.85,119.755,119.755,300.0
2026-01-27T11:06:00-05:00,119.88,119.88,119.795,119.795,221.0
2026-01-27T11:11:00-05:00,119.84,119.84,119.81,119.81,200.0
2026-01-27T11:17:00-05:00,119.91,120.025,119.91,119.98,698.0
2026-01-27T12:09:00-05:00,119.92,119.92,119.92,119.92,359.0
2026-01-27T15:20:00-05:00,120.26,120.26,120.26,120.26,100.0
2026-01-27T15:29:00-05:00,120.18,120.18,120.175,120.175,300.0
2026-01-27T15:30:00-05:00,120.065,120.065,120.065,120.065,100.0
