time,open,high,low,close,volume
2026-01-27T15:05:00-05:00,109.41,110.535,109.39,110.53,1441.0
2026-01-27T15:10:00-05:00,110.8,111.35,110.8,111.27,4156.0
2026-01-27T15:15:00-05:00,111.39,111.39,110.82,111.28,3361.0
2026-01-27T15:20:00-05:00,111.285,112.14,111.26,111.78,4469.0
2026-01-27T15:26:00-05:00,111.815,111.93,111.5,111.5,1745.0
2026-01-27T15:30:00-05:00,111.29,111.415,110.97,111.025,2371.0
2026-01-27T15:35:00-05:00,111.3,111.57,111.16,111.21,1882.0
2026-01-27T15:40:00-05:00,111.225,111.9,111.05,111.9,3227.0
2026-01-27T15:45:00-05:00,111.885,111.99,111.23,111.23,4013.0
2026-01-27T15:50:00-05:00,110.9,111.93,110.835,111.85,3054.0
