time,open,high,low,close,volume
2026-01-29T11:20:00-05:00,1.48,1.48,1.48,1.48,483.0
2026-01-29T11:33:00-05:00,1.47,1.47,1.47,1.47,450.0
2026-01-29T11:43:00-05:00,1.47,1.47,1.47,1.47,200.0
2026-01-29T11:45:00-05:00,1.47,1.475,1.465,1.465,1316.0
2026-01-29T11:50:00-05:00,1.47,1.47,1.47,1.47,1232.0
2026-01-29T12:00:00-05:00,1.475,1.475,1.475,1.475,524.0
2026-01-29T12:20:00-05:00,1.49,1.49,1.49,1.49,500.0
2026-01-29T12:32:00-05:00,1.485,1.485,1.485,1.485,100.0
2026-01-29T12:40:00-05:00,1.5,1.5,1.5,1.5,3314.0
2026-01-29T12:51:00-05:00,1.495,1.495,1.495,1.495,1088.0
2026-01-29T12:56:00-05:00,1.495,1.495,1.495,1.495,100.0
2026-01-29T13:37:00-05:00,1.49,1.49,1.49,1.49,438.0
2026-01-29T13:41:00-05:00,1.5,1.5,1.5,1.5,900.0
2026-01-29T14:04:00-05:00,1.485,1.485,1.485,1.485,139.0
