time,open,high,low,close,volume
2026-01-27T09:30:00-05:00,18.56,18.8,18.56,18.725,3692.0
2026-01-27T09:35:00-05:00,18.84,18.975,18.72,18.745,3061.0
2026-01-27T09:46:00-05:00,18.74,18.75,18.535,18.535,666.0
2026-01-27T09:51:00-05:00,18.6,18.71,18.6,18.71,999.0
2026-01-27T09:55:00-05:00,18.64,18.64,18.54,18.62,2399.0
2026-01-27T10:00:00-05:00,18.59,18.84,18.59,18.77,2717.0
2026-01-27T10:05:00-05:00,18.77,18.94,18.77,18.94,3321.0
2026-01-27T10:10:00-05:00,19.0,19.05,18.98,18.98,2860.0
2026-01-27T10:15:00-05:00,18.955,19.14,18.92,19.14,4814.0
2026-01-27T10:20:00-05:00,19.17,19.355,19.17,19.31,5826.0
2026-01-27T10:25:00-05:00,19.265,19.495,19.22,19.43,6128.0
2026-01-27T10:30:00-05:00,19.435,19.435,19.16,19.18,4177.0
2026-01-27T10:35:00-05:00,19.15,19.49,19.13,19.49,6424.0
2026-01-27T10:40:00-05:00,19.41,19.415,19.26,19.28,6873.0
2026-01-27T10:45:00-05:00,19.29,19.46,19.29,19.42,5933.0
2026-01-27T10:50:00-05:00,19.42,19.48,19.4,19.47,5570.0
2026-01-27T10:55:00-05:00,19.54,19.54,19.4,19.4,4896.0
2026-01-27T11:00:00-05:00,19.4,19.42,19.26,19.32,4740.0
2026-01-27T11:05:00-05:00,19.34,19.415,19.255,19.29,4407.0
2026-01-27T11:10:00-05:00,19.26,19.31,19.26,19.31,3750.0
2026-01-27T11:15:00-05:00,19.3,19.4,19.24,19.38,6305.0
2026-01-27T11:20:00-05:00,19.37,19.37,19.33,19.35,3312.0
2026-01-27T11:39:00-05:00,19.56,19.58,19.56,19.56,1859.0
2026-01-27T11:42:00-05:00,19.63,19.63,19.58,19.58,1867.0
2026-01-27T12:00:00-05:00,19.67,19.725,19.63,19.71,4743.0
2026-01-27T12:06:00-05:00,19.73,19.73,19.71,19.71,1789.0
2026-01-27T12:13:00-05:00,19.6,19.6,19.565,19.57,2330.0
2026-01-27T12:18:00-05:00,19.545,19.575,19.49,19.575,1716.0
2026-01-27T12:20:00-05:00,19.62,19.63,19.58,19.58,5286.0
2026-01-27T12:25:00-05:00,19.6,19.61,19.57,19.57,2821.0
2026-01-27T12:39:00-05:00,19.64,19.645,19.64,19.645,462.0
2026-01-27T12:42:00-05:00,19.69,19.69,19.65,19.66,1819.0
2026-01-27T12:48:00-05:00,19.71,19.71,19.69,19.705,1359.0
2026-01-27T12:51:00-05:00,19.71,19.75,19.69,19.69,1685.0
2026-01-27T12:57:00-05:00,19.73,19.73,19.73,19.73,300.0
2026-01-27T13:09:00-05:00,19.57,19.57,19.56,19.57,1076.0
2026-01-27T13:12:00-05:00,19.56,19.56,19.56,19.56,405.0
2026-01-27T13:17:00-05:00,19.56,19.58,19.51,19.51,1851.0
2026-01-27T13:20:00-05:00,19.53,19.54,19.48,19.48,2326.0
2026-01-27T13:26:00-05:00,19.48,19.62,19.48,19.57,3176.0
2026-01-27T13:36:00-05:00,19.64,19.65,19.62,19.62,978.0
2026-01-27T13:42:00-05:00,19.66,19.67,19.66,19.67,598.0
2026-01-27T13:54:00-05:00,19.74,19.74,19.74,19.74,215.0
2026-01-27T13:56:00-05:00,19.76,19.78,19.755,19.755,901.0
2026-01-27T14:07:00-05:00,19.81,19.81,19.805,19.81,600.0
2026-01-27T14:14:00-05:00,19.91,19.92,19.91,19.92,508.0
2026-01-27T14:17:00-05:00,19.94,20.06,19.94,20.06,1171.0
2026-01-27T14:28:00-05:00,20.02,20.04,20.01,20.04,773.0
2026-01-27T14:33:00-05:00,20.07,20.08,20.05,20.08,985.0
2026-01-27T14:35:00-05:00,20.11,20.11,20.11,20.11,210.0
2026-01-27T14:40:00-05:00,20.1,20.105,20.02,20.02,3640.0
2026-01-27T14:50:00-05:00,20.05,20.075,19.995,19.995,2144.0
