time,symbol,event,state,bias,allow_trend,allow_mean_reversion,flip_count,dir_5m_1,dir_5m_2,dir_5m_3,dir_5m_4,dir_5m_5,dir_5m_6,dir_15m,dir_30m,vwap_dist_5m,vwap_dist_15m,vwap_dist_30m,vwap_dist_1h,sizing_mult,risk_mult,reason,quote_time,bid_price,bid_size,ask_price,ask_size,mid,spread,spread_pct_mid
2026-01-26T13:15:00-05:00,QQQ,5m_close,1.2,CONFIRMED,BOTH,1,1,0,0,0,0,0,-1,0,0,-1,0.036977008435390084,nan,nan,nan,1.0,1.0,15m bias=BOTH from VWAP (nan%),2026-01-26T13:21:00.146426-05:00,626.83,80.0,626.84,80.0,626.835,0.009999999999990905,0.0015953161517769277
2026-01-26T13:18:00-05:00,HEPS,5m_close,1.2,CONFIRMED,BOTH,1,1,0,0,-1,0,0,0,0,0,-1,-0.5142974696564404,nan,nan,nan,1.0,1.0,15m bias=BOTH from VWAP (nan%),2026-01-26T13:20:23.296937-05:00,2.8,100.0,2.82,100.0,2.8099999999999996,0.020000000000000018,0.7117437722419936
2026-01-26T13:15:00-05:00,RGTI,5m_close,0.66,CONFIRMED,BOTH,1,1,2,-1,1,-1,-1,-1,0,-1,-1,-0.0839877791554222,nan,nan,nan,1.0,1.0,15m bias=BOTH from VWAP (nan%),2026-01-26T13:21:00.110553-05:00,22.24,600.0,22.25,500.0,22.244999999999997,0.010000000000001563,0.044953922229721575
2026-01-26T13:16:00-05:00,NGD,5m_close,1.2,CONFIRMED,BOTH,1,1,2,-1,-1,-1,1,-1,-1,0,-1,0.14460649806460096,nan,nan,nan,1.0,1.0,15m bias=BOTH from VWAP (nan%),2026-01-26T13:20:59.748399-05:00,13.08,4200.0,13.09,3000.0,13.085,0.009999999999999787,0.0764233855559785
2026-01-26T13:15:00-05:00,UBER,5m_close,1.0,ACTIVE,BOTH,1,1,0,0,-1,0,-1,0,0,-1,0,-0.009818328781675474,nan,nan,nan,1.0,0.75,15m bias=BOTH from VWAP (nan%),2026-01-26T13:20:47.117259-05:00,82.74,200.0,82.77,100.0,82.755,0.030000000000001137,0.03625158600688917
2026-01-26T13:17:00-05:00,NVD,5m_close,1.2,CONFIRMED,BOTH,1,1,0,0,0,-1,0,1,0,1,-1,-0.11257186821948924,nan,nan,nan,1.0,1.0,15m bias=BOTH from VWAP (nan%),2026-01-26T13:22:00.111562-05:00,7.09,18300.0,7.1,9300.0,7.095,0.009999999999999787,0.14094432699083562
2026-01-26T13:00:00-05:00,GORO,15m_close,1.2,CONFIRMED,BOTH,1,1,1,-1,-1,0,1,-1,0,-1,-1,-1.0004003484883162,nan,nan,nan,1.0,1.0,15m bias=BOTH from VWAP (nan%),2026-01-26T13:22:57.679823-05:00,1.85,5000.0,1.86,3500.0,1.855,0.010000000000000009,0.539083557951483
2026-01-26T13:10:00-05:00,GORO,5m_close,1.2,CONFIRMED,BOTH,1,1,1,-1,-1,0,1,-1,-1,-1,-1,-0.5218122245538698,nan,nan,nan,1.0,1.0,15m bias=BOTH from VWAP (nan%),2026-01-26T13:22:57.679823-05:00,1.85,5000.0,1.86,3500.0,1.855,0.010000000000000009,0.539083557951483
2026-01-26T13:04:00-05:00,QTUM,15m_close,1.0,ACTIVE,BOTH,1,1,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,1.0,0.75,15m bias=BOTH from VWAP (nan%),2026-01-26T13:23:51.560147-05:00,117.72,300.0,118.93,300.0,118.325,1.210000000000008,1.0226072258609828
2026-01-26T13:11:00-05:00,QTUM,5m_close,1.0,ACTIVE,BOTH,1,1,0,0,0,0,0,0,0,0,0,-0.03449788671632782,nan,nan,nan,1.0,0.75,15m bias=BOTH from VWAP (nan%),2026-01-26T13:23:51.560147-05:00,117.72,300.0,118.93,300.0,118.325,1.210000000000008,1.0226072258609828
2026-01-26T13:18:00-05:00,OUST,5m_close,1.0,ACTIVE,BOTH,1,1,0,0,0,0,0,0,0,1,0,-0.35515709882451474,nan,nan,nan,1.0,0.75,15m bias=BOTH from VWAP (nan%),2026-01-26T13:24:56.502460-05:00,24.33,100.0,24.4,100.0,24.365,0.07000000000000028,0.2872973527601079
2026-01-26T13:20:00-05:00,IAG,5m_close,0.270336,CONFIRMED,BOTH,0,1,3,1,-1,-1,1,-1,-1,-1,-1,0.015575222320346568,nan,nan,nan,1.0,1.0,Chop detected: flip_count=3; trend disabled,2026-01-26T13:25:59.968229-05:00,21.62,3200.0,21.63,100.0,21.625,0.00999999999999801,0.046242774566464785
2026-01-26T13:20:00-05:00,UBER,5m_close,1.0,ACTIVE,BOTH,1,1,0,0,-1,0,-1,0,0,-1,0,-0.16732117840729321,nan,nan,nan,1.0,0.75,15m bias=BOTH from VWAP (nan%),2026-01-26T13:25:59.961936-05:00,82.55,100.0,82.57,100.0,82.56,0.01999999999999602,0.024224806201545566
2026-01-26T13:20:00-05:00,IONQ,5m_close,0.270336,CONFIRMED,BOTH,0,1,3,-1,1,-1,-1,1,1,-1,-1,-0.20773811793112473,nan,nan,nan,1.0,1.0,Chop detected: flip_count=3; trend disabled,2026-01-26T13:25:59.418385-05:00,45.2,100.0,50.0,300.0,47.6,4.799999999999997,10.08403361344537
2026-01-26T13:20:00-05:00,UNG,5m_close,1.0,ACTIVE,BOTH,1,1,2,-1,-1,1,-1,0,-1,-1,0,-0.024491798517612663,nan,nan,nan,1.0,0.75,15m bias=BOTH from VWAP (nan%),2026-01-26T13:25:59.985432-05:00,15.06,1800.0,15.07,9500.0,15.065000000000001,0.009999999999999787,0.06637902422834242
2026-01-26T13:20:00-05:00,TQQQ,5m_close,1.2,CONFIRMED,BOTH,1,1,1,-1,0,0,1,-1,0,-1,-1,0.24485557514718467,nan,nan,nan,1.0,1.0,15m bias=BOTH from VWAP (nan%),2026-01-26T13:25:59.970589-05:00,55.47,3500.0,55.49,3500.0,55.480000000000004,0.020000000000003126,0.03604902667628537
2026-01-26T13:20:00-05:00,QQQ,5m_close,1.2,CONFIRMED,BOTH,1,1,0,0,0,0,0,-1,0,0,-1,0.06883840918326209,nan,nan,nan,1.0,1.0,15m bias=BOTH from VWAP (nan%),2026-01-26T13:25:59.970271-05:00,626.98,520.0,627.0,320.0,626.99,0.01999999999998181,0.0031898435381715515
2026-01-26T13:20:00-05:00,RGTI,5m_close,0.66,CONFIRMED,BOTH,1,1,2,-1,1,-1,-1,-1,0,-1,-1,-0.2691181022198578,nan,nan,nan,1.0,1.0,15m bias=BOTH from VWAP (nan%),2026-01-26T13:25:59.651901-05:00,22.19,700.0,22.2,1200.0,22.195,0.00999999999999801,0.045055192610939446
2026-01-26T13:20:00-05:00,XLE,5m_close,1.0,ACTIVE,BOTH,1,1,0,0,0,0,-1,0,-1,-1,0,-0.017003874173770445,nan,nan,nan,1.0,0.75,15m bias=BOTH from VWAP (nan%),2026-01-26T13:25:59.652456-05:00,49.09,6400.0,49.1,1700.0,49.095,0.00999999999999801,0.02036867298095124
2026-01-26T13:20:00-05:00,XLV,5m_close,1.2,CONFIRMED,BOTH,1,1,0,0,1,0,0,0,-1,0,1,-0.0020291815056129718,nan,nan,nan,1.0,1.0,15m bias=BOTH from VWAP (nan%),2026-01-26T13:25:59.971749-05:00,158.16,200.0,158.17,700.0,158.165,0.009999999999990905,0.006322511301483201
2026-01-26T13:20:00-05:00,OPEN,5m_close,1.2,CONFIRMED,BOTH,1,1,1,-1,0,1,-1,-1,0,-1,1,0.06643664492293684,nan,nan,nan,1.0,1.0,15m bias=BOTH from VWAP (nan%),2026-01-26T13:25:59.646373-05:00,5.97,4300.0,5.98,11800.0,5.975,0.010000000000000675,0.167364016736413
2026-01-26T13:20:00-05:00,NGD,5m_close,1.2,CONFIRMED,BOTH,1,1,2,-1,-1,-1,1,-1,-1,0,-1,-0.23669510920758763,nan,nan,nan,1.0,1.0,15m bias=BOTH from VWAP (nan%),2026-01-26T13:25:59.980246-05:00,13.02,20500.0,13.04,4600.0,13.03,0.019999999999999574,0.1534919416730589
2026-01-26T13:20:00-05:00,QBTS,5m_close,1.2,CONFIRMED,BOTH,1,1,1,-1,0,0,-1,1,0,-1,-1,-0.11221565753669648,nan,nan,nan,1.0,1.0,15m bias=BOTH from VWAP (nan%),2026-01-26T13:25:59.417756-05:00,24.31,300.0,24.32,500.0,24.314999999999998,0.010000000000001563,0.04112687641374281
2026-01-26T13:20:00-05:00,SOUN,5m_close,1.2,CONFIRMED,BOTH,1,1,1,-1,0,0,-1,-1,1,-1,-1,-0.07586791654909243,nan,nan,nan,1.0,1.0,15m bias=BOTH from VWAP (nan%),2026-01-26T13:25:59.720688-05:00,9.99,2800.0,10.0,4100.0,9.995000000000001,0.009999999999999787,0.10005002501250412
2026-01-26T13:20:00-05:00,LUNR,5m_close,1.2,CONFIRMED,BOTH,1,1,0,-1,0,-1,-1,0,-1,-1,-1,0.0030215909933909604,nan,nan,nan,1.0,1.0,15m bias=BOTH from VWAP (nan%),2026-01-26T13:26:58.671506-05:00,18.62,100.0,18.63,400.0,18.625,0.00999999999999801,0.05369127516777455
2026-01-26T13:20:00-05:00,DIA,5m_close,1.0,ACTIVE,BOTH,1,1,0,0,0,0,0,0,1,0,0,0.10930087465309934,nan,nan,nan,1.0,0.75,15m bias=BOTH from VWAP (nan%),2026-01-26T13:27:00.066708-05:00,494.0,80.0,494.03,200.0,494.015,0.029999999999972715,0.006072690100497498
2026-01-26T13:20:00-05:00,KITT,5m_close,1.2,CONFIRMED,BOTH,1,1,1,-1,0,1,1,1,-1,1,-1,0.5779164831798359,nan,nan,nan,1.0,1.0,15m bias=BOTH from VWAP (nan%),2026-01-26T13:26:45.655738-05:00,1.26,100.0,1.27,200.0,1.2650000000000001,0.010000000000000009,0.7905138339920955
2026-01-26T13:22:00-05:00,GORO,5m_close,1.2,CONFIRMED,BOTH,1,1,1,-1,-1,0,1,-1,-1,-1,-1,0.8282973536584238,nan,nan,nan,1.0,1.0,15m bias=BOTH from VWAP (nan%),2026-01-26T13:27:00.013861-05:00,1.83,3400.0,1.84,2900.0,1.835,0.010000000000000009,0.5449591280653956
2026-01-26T13:02:00-05:00,NKTR,15m_close,1.0,ACTIVE,BOTH,1,1,0,0,0,0,0,0,0,-1,0,nan,nan,nan,nan,1.0,0.75,15m bias=BOTH from VWAP (nan%),2026-01-26T13:26:07.598052-05:00,36.76,100.0,0.0,0.0,18.38,-36.76,-200.0
2026-01-26T13:02:00-05:00,NKTR,5m_close,1.0,ACTIVE,BOTH,1,1,0,-1,0,0,0,0,0,-1,0,nan,nan,nan,nan,1.0,0.75,5m#1 ok (no extreme VWAP dislocation),2026-01-26T13:26:07.598052-05:00,36.76,100.0,0.0,0.0,18.38,-36.76,-200.0
2026-01-26T13:23:00-05:00,QTUM,5m_close,1.0,ACTIVE,BOTH,1,1,0,0,0,0,0,0,0,0,0,0.06579543053751703,nan,nan,nan,1.0,0.75,15m bias=BOTH from VWAP (nan%),2026-01-26T13:27:55.021114-05:00,117.78,300.0,118.68,300.0,118.23,0.9000000000000057,0.7612281146917075
2026-01-26T13:21:00-05:00,NVD,5m_close,1.2,CONFIRMED,BOTH,1,1,0,0,0,-1,0,1,0,1,-1,-0.09346861786830071,nan,nan,nan,1.0,1.0,15m bias=BOTH from VWAP (nan%),2026-01-26T13:27:58.963989-05:00,7.09,23900.0,7.1,2500.0,7.095,0.009999999999999787,0.14094432699083562
2026-01-26T13:20:00-05:00,HEPS,5m_close,1.2,CONFIRMED,BOTH,1,1,0,0,-1,0,0,0,1,0,-1,-0.083803073493772,nan,nan,nan,1.0,1.0,15m bias=BOTH from VWAP (nan%),2026-01-26T13:27:11.348643-05:00,2.81,100.0,2.82,100.0,2.815,0.009999999999999787,0.3552397868561203
2026-01-26T13:24:00-05:00,OUST,5m_close,1.0,ACTIVE,BOTH,1,1,0,0,0,0,0,0,1,1,0,-0.17961142367133054,nan,nan,nan,1.0,0.75,15m bias=BOTH from VWAP (nan%),2026-01-26T13:30:00.033584-05:00,24.34,100.0,24.4,100.0,24.369999999999997,0.05999999999999872,0.24620434961017124
2026-01-26T13:00:00-05:00,UNG,30m_close,1.2,CONFIRMED,BOTH,1,1,2,-1,-1,1,-1,0,-1,-1,-1,-0.024491798517612663,nan,nan,nan,1.0,1.0,15m bias=BOTH from VWAP (nan%),2026-01-26T13:30:59.988037-05:00,15.14,6600.0,15.15,2400.0,15.145,0.009999999999999787,0.06602839220864831
2026-01-26T13:15:00-05:00,UNG,15m_close,1.2,CONFIRMED,LONG_ONLY,1,1,2,-1,-1,1,-1,0,-1,1,-1,-0.024491798517612663,0.2985936020873378,nan,nan,1.0,1.0,15m bias=LONG_ONLY from VWAP (0.30%),2026-01-26T13:30:59.988037-05:00,15.14,6600.0,15.15,2400.0,15.145,0.009999999999999787,0.06602839220864831
2026-01-26T13:25:00-05:00,UNG,5m_close,1.2,CONFIRMED,LONG_ONLY,1,1,2,-1,-1,1,-1,0,-1,1,-1,0.3181316794531815,0.2985936020873378,nan,nan,1.0,1.0,15m bias=LONG_ONLY from VWAP (0.30%),2026-01-26T13:30:59.988037-05:00,15.14,6600.0,15.15,2400.0,15.145,0.009999999999999787,0.06602839220864831
2026-01-26T13:00:00-05:00,RGTI,30m_close,0.792,CONFIRMED,BOTH,1,1,2,-1,1,-1,-1,-1,0,-1,-1,-0.2691181022198578,nan,nan,nan,1.0,1.0,15m bias=BOTH from VWAP (nan%),2026-01-26T13:30:59.962740-05:00,22.21,200.0,22.22,500.0,22.215,0.00999999999999801,0.04501462975466131
2026-01-26T13:15:00-05:00,RGTI,15m_close,0.792,CONFIRMED,SHORT_ONLY,1,1,2,-1,1,-1,-1,-1,0,0,-1,-0.2691181022198578,-0.22147804747459557,nan,nan,1.0,1.0,15m bias=SHORT_ONLY from VWAP (-0.22%),2026-01-26T13:30:59.962740-05:00,22.21,200.0,22.22,500.0,22.215,0.00999999999999801,0.04501462975466131
2026-01-26T13:25:00-05:00,RGTI,5m_close,0.792,CONFIRMED,SHORT_ONLY,1,1,2,-1,1,-1,-1,-1,0,0,-1,-0.2527656966439516,-0.22147804747459557,nan,nan,1.0,1.0,15m bias=SHORT_ONLY from VWAP (-0.22%),2026-01-26T13:30:59.962740-05:00,22.21,200.0,22.22,500.0,22.215,0.00999999999999801,0.04501462975466131
2026-01-26T13:00:00-05:00,XLE,30m_close,1.0,ACTIVE,BOTH,1,1,0,0,0,0,-1,0,-1,-1,0,-0.017003874173770445,nan,nan,nan,1.0,0.75,30m neutral: no confirmation,2026-01-26T13:30:59.055393-05:00,49.12,5500.0,49.13,3200.0,49.125,0.010000000000005116,0.02035623409670253
2026-01-26T13:15:00-05:00,XLE,15m_close,1.0,ACTIVE,BOTH,1,1,0,0,0,0,-1,0,-1,1,0,-0.017003874173770445,0.030229488834460316,nan,nan,1.0,0.75,15m near VWAP (0.03%): bias=BOTH; favor reversion,2026-01-26T13:30:59.055393-05:00,49.12,5500.0,49.13,3200.0,49.125,0.010000000000005116,0.02035623409670253
2026-01-26T13:25:00-05:00,XLE,5m_close,1.0,ACTIVE,BOTH,1,1,0,0,0,0,-1,0,-1,1,0,0.022898719865909675,0.030229488834460316,nan,nan,1.0,0.75,15m near VWAP (0.03%): bias=BOTH; favor reversion,2026-01-26T13:30:59.055393-05:00,49.12,5500.0,49.13,3200.0,49.125,0.010000000000005116,0.02035623409670253
2026-01-26T13:00:00-05:00,SOUN,30m_close,1.44,CONFIRMED,BOTH,1,1,1,-1,0,0,-1,-1,1,-1,-1,-0.07586791654909243,nan,nan,nan,1.0,1.0,15m bias=BOTH from VWAP (nan%),2026-01-26T13:30:56.393689-05:00,9.99,5300.0,10.0,4300.0,9.995000000000001,0.009999999999999787,0.10005002501250412
2026-01-26T13:15:00-05:00,SOUN,15m_close,1.44,CONFIRMED,BOTH,1,1,1,-1,0,0,-1,-1,1,0,-1,-0.07586791654909243,-0.07877155551878848,nan,nan,1.0,1.0,15m near VWAP (-0.08%): bias=BOTH; favor reversion,2026-01-26T13:30:56.393689-05:00,9.99,5300.0,10.0,4300.0,9.995000000000001,0.009999999999999787,0.10005002501250412
2026-01-26T13:25:00-05:00,SOUN,5m_close,1.44,CONFIRMED,BOTH,1,1,1,-1,0,0,-1,-1,1,0,-1,-0.02476237048375122,-0.07877155551878848,nan,nan,1.0,1.0,15m near VWAP (-0.08%): bias=BOTH; favor reversion,2026-01-26T13:30:56.393689-05:00,9.99,5300.0,10.0,4300.0,9.995000000000001,0.009999999999999787,0.10005002501250412
2026-01-26T13:00:00-05:00,QBTS,30m_close,1.2,CONFIRMED,BOTH,1,1,1,-1,0,0,-1,1,0,-1,0,-0.11221565753669648,nan,nan,nan,1.0,1.0,30m neutral: no confirmation,2026-01-26T13:30:59.133131-05:00,24.3,200.0,24.32,400.0,24.310000000000002,0.019999999999999574,0.08227067050596286
2026-01-26T13:15:00-05:00,QBTS,15m_close,1.2,CONFIRMED,SHORT_ONLY,1,1,1,-1,0,0,-1,1,0,0,0,-0.11221565753669648,-0.14171761882436842,nan,nan,1.0,1.0,15m bias=SHORT_ONLY from VWAP (-0.14%),2026-01-26T13:30:59.133131-05:00,24.3,200.0,24.32,400.0,24.310000000000002,0.019999999999999574,0.08227067050596286
2026-01-26T13:25:00-05:00,QBTS,5m_close,1.2,CONFIRMED,SHORT_ONLY,1,1,1,-1,0,0,-1,1,0,0,0,-0.15308933320132015,-0.14171761882436842,nan,nan,1.0,1.0,15m bias=SHORT_ONLY from VWAP (-0.14%),2026-01-26T13:30:59.133131-05:00,24.3,200.0,24.32,400.0,24.310000000000002,0.019999999999999574,0.08227067050596286
2026-01-26T13:00:00-05:00,NGD,30m_close,1.44,CONFIRMED,BOTH,1,1,2,-1,-1,-1,1,-1,-1,0,-1,-0.23669510920758763,nan,nan,nan,1.0,1.0,15m bias=BOTH from VWAP (nan%),2026-01-26T13:30:59.894216-05:00,12.95,3700.0,12.96,6800.0,12.955,0.010000000000001563,0.07719027402548487
2026-01-26T13:16:00-05:00,NGD,15m_close,1.44,CONFIRMED,SHORT_ONLY,1,1,2,-1,-1,-1,1,-1,-1,-1,-1,-0.23669510920758763,-0.4652732701362717,nan,nan,1.0,1.0,15m bias=SHORT_ONLY from VWAP (-0.47%),2026-01-26T13:30:59.894216-05:00,12.95,3700.0,12.96,6800.0,12.955,0.010000000000001563,0.07719027402548487
2026-01-26T13:25:00-05:00,NGD,5m_close,1.44,CONFIRMED,SHORT_ONLY,1,1,2,-1,-1,-1,1,-1,-1,-1,-1,-0.7492513023222733,-0.4652732701362717,nan,nan,1.0,1.0,15m bias=SHORT_ONLY from VWAP (-0.47%),2026-01-26T13:30:59.894216-05:00,12.95,3700.0,12.96,6800.0,12.955,0.010000000000001563,0.07719027402548487
2026-01-26T13:00:00-05:00,IAG,30m_close,0.324403,CONFIRMED,BOTH,0,1,3,1,-1,-1,1,-1,-1,-1,-1,0.015575222320346568,nan,nan,nan,1.0,1.0,Chop detected: flip_count=3; trend disabled,2026-01-26T13:30:59.893853-05:00,21.57,900.0,21.58,600.0,21.575,0.00999999999999801,0.0463499420625632
2026-01-26T13:15:00-05:00,IAG,15m_close,0.324403,CONFIRMED,SHORT_ONLY,0,1,3,1,-1,-1,1,-1,-1,1,-1,0.015575222320346568,-0.16999121626375258,nan,nan,1.0,1.0,15m bias=SHORT_ONLY from VWAP (-0.17%),2026-01-26T13:30:59.893853-05:00,21.57,900.0,21.58,600.0,21.575,0.00999999999999801,0.0463499420625632
2026-01-26T13:25:00-05:00,IAG,5m_close,0.259523,CONFIRMED,SHORT_ONLY,0,1,3,1,-1,-1,1,-1,-1,1,-1,-0.31648094862688786,-0.16999121626375258,nan,nan,1.0,1.0,Chop detected: flip_count=3; trend disabled,2026-01-26T13:30:59.893853-05:00,21.57,900.0,21.58,600.0,21.575,0.00999999999999801,0.0463499420625632
2026-01-26T13:00:00-05:00,IONQ,30m_close,0.324403,CONFIRMED,BOTH,0,1,3,-1,1,-1,-1,1,1,-1,-1,-0.20773811793112473,nan,nan,nan,1.0,1.0,Chop detected: flip_count=3; trend disabled,2026-01-26T13:30:59.709640-05:00,45.09,100.0,45.11,100.0,45.1,0.01999999999999602,0.04434589800442577
2026-01-26T13:15:00-05:00,IONQ,15m_close,0.324403,CONFIRMED,SHORT_ONLY,0,1,3,-1,1,-1,-1,1,1,-1,-1,-0.20773811793112473,-0.3363412552400706,nan,nan,1.0,1.0,15m bias=SHORT_ONLY from VWAP (-0.34%),2026-01-26T13:30:59.709640-05:00,45.09,100.0,45.11,100.0,45.1,0.01999999999999602,0.04434589800442577
2026-01-26T13:25:00-05:00,IONQ,5m_close,0.259523,CONFIRMED,SHORT_ONLY,0,1,3,-1,1,-1,-1,1,1,-1,-1,-0.4187397808107889,-0.3363412552400706,nan,nan,1.0,1.0,Chop detected: flip_count=3; trend disabled,2026-01-26T13:30:59.709640-05:00,45.09,100.0,45.11,100.0,45.1,0.01999999999999602,0.04434589800442577
2026-01-26T13:00:00-05:00,XLV,30m_close,1.2,CONFIRMED,BOTH,1,1,0,0,1,0,0,0,-1,0,0,-0.0020291815056129718,nan,nan,nan,1.0,1.0,30m neutral: no confirmation,2026-01-26T13:30:58.611444-05:00,158.18,100.0,158.19,600.0,158.185,0.009999999999990905,0.006321711919582075
2026-01-26T13:15:00-05:00,XLV,15m_close,1.2,CONFIRMED,BOTH,1,1,0,0,1,0,0,0,-1,0,0,-0.0020291815056129718,0.03398799409193468,nan,nan,1.0,1.0,15m near VWAP (0.03%): bias=BOTH; favor reversion,2026-01-26T13:30:58.611444-05:00,158.18,100.0,158.19,600.0,158.185,0.009999999999990905,0.006321711919582075
2026-01-26T13:25:00-05:00,XLV,5m_close,1.2,CONFIRMED,BOTH,1,1,0,0,1,0,0,0,-1,0,0,0.03342476336321405,0.03398799409193468,nan,nan,1.0,1.0,15m near VWAP (0.03%): bias=BOTH; favor reversion,2026-01-26T13:30:58.611444-05:00,158.18,100.0,158.19,600.0,158.185,0.009999999999990905,0.006321711919582075
2026-01-26T13:06:00-05:00,KITT,30m_close,1.44,CONFIRMED,BOTH,1,1,1,-1,0,1,1,1,-1,1,1,0.5779164831798359,nan,nan,nan,1.0,1.0,15m bias=BOTH from VWAP (nan%),2026-01-26T13:30:57.114622-05:00,1.27,400.0,1.28,400.0,1.275,0.010000000000000009,0.7843137254901967
2026-01-26T13:19:00-05:00,KITT,15m_close,1.44,CONFIRMED,LONG_ONLY,1,1,1,-1,0,1,1,1,-1,1,1,0.5779164831798359,3.7129602356406424,nan,nan,1.0,1.0,15m bias=LONG_ONLY from VWAP (3.71%),2026-01-26T13:30:57.114622-05:00,1.27,400.0,1.28,400.0,1.275,0.010000000000000009,0.7843137254901967
2026-01-26T13:26:00-05:00,KITT,5m_close,1.44,CONFIRMED,LONG_ONLY,1,1,1,-1,0,1,1,1,-1,1,1,3.7983123088450146,3.7129602356406424,nan,nan,1.0,1.0,15m bias=LONG_ONLY from VWAP (3.71%),2026-01-26T13:30:57.114622-05:00,1.27,400.0,1.28,400.0,1.275,0.010000000000000009,0.7843137254901967
2026-01-26T13:00:00-05:00,QQQ,30m_close,1.44,CONFIRMED,BOTH,1,1,0,0,0,0,0,-1,0,0,1,0.06883840918326209,nan,nan,nan,1.0,1.0,15m bias=BOTH from VWAP (nan%),2026-01-26T13:30:59.967320-05:00,627.28,280.0,627.3,120.0,627.29,0.01999999999998181,0.0031883180028347033
2026-01-26T13:15:00-05:00,QQQ,15m_close,1.44,CONFIRMED,BOTH,1,1,0,0,0,0,0,-1,0,1,1,0.06883840918326209,0.0605090991886671,nan,nan,1.0,1.0,15m near VWAP (0.06%): bias=BOTH; favor reversion,2026-01-26T13:30:59.967320-05:00,627.28,280.0,627.3,120.0,627.29,0.01999999999998181,0.0031883180028347033
2026-01-26T13:25:00-05:00,QQQ,5m_close,1.44,CONFIRMED,BOTH,1,1,0,0,0,0,0,-1,0,1,1,0.05366432961015823,0.0605090991886671,nan,nan,1.0,1.0,15m near VWAP (0.06%): bias=BOTH; favor reversion,2026-01-26T13:30:59.967320-05:00,627.28,280.0,627.3,120.0,627.29,0.01999999999998181,0.0031883180028347033
2026-01-26T13:00:00-05:00,UBER,30m_close,1.2,CONFIRMED,BOTH,1,1,0,0,-1,0,-1,0,0,-1,-1,-0.16732117840729321,nan,nan,nan,1.0,1.0,15m bias=BOTH from VWAP (nan%),2026-01-26T13:30:58.819070-05:00,82.57,400.0,82.59,200.0,82.58,0.020000000000010232,0.024218939210474973
2026-01-26T13:15:00-05:00,UBER,15m_close,1.2,CONFIRMED,SHORT_ONLY,1,1,0,0,-1,0,-1,0,0,-1,-1,-0.16732117840729321,-0.2080785601392006,nan,nan,1.0,1.0,15m bias=SHORT_ONLY from VWAP (-0.21%),2026-01-26T13:30:58.819070-05:00,82.57,400.0,82.59,200.0,82.58,0.020000000000010232,0.024218939210474973
2026-01-26T13:25:00-05:00,UBER,5m_close,1.2,CONFIRMED,SHORT_ONLY,1,1,0,0,-1,0,-1,0,0,-1,-1,-0.22060525464099975,-0.2080785601392006,nan,nan,1.0,1.0,15m bias=SHORT_ONLY from VWAP (-0.21%),2026-01-26T13:30:58.819070-05:00,82.57,400.0,82.59,200.0,82.58,0.020000000000010232,0.024218939210474973
2026-01-26T13:00:00-05:00,DIA,30m_close,1.2,CONFIRMED,BOTH,1,1,0,0,0,0,0,0,1,0,1,0.10930087465309934,nan,nan,nan,1.0,1.0,15m bias=BOTH from VWAP (nan%),2026-01-26T13:30:59.962493-05:00,494.5,120.0,494.52,120.0,494.51,0.01999999999998181,0.004044407595393785
2026-01-26T13:16:00-05:00,DIA,15m_close,1.2,CONFIRMED,LONG_ONLY,1,1,0,0,0,0,0,0,1,1,1,0.10930087465309934,0.1930461392547464,nan,nan,1.0,1.0,15m bias=LONG_ONLY from VWAP (0.19%),2026-01-26T13:30:59.962493-05:00,494.5,120.0,494.52,120.0,494.51,0.01999999999998181,0.004044407595393785
2026-01-26T13:26:00-05:00,DIA,5m_close,1.2,CONFIRMED,LONG_ONLY,1,1,0,0,0,0,0,0,1,1,1,0.2084329409915282,0.1930461392547464,nan,nan,1.0,1.0,15m bias=LONG_ONLY from VWAP (0.19%),2026-01-26T13:30:59.962493-05:00,494.5,120.0,494.52,120.0,494.51,0.01999999999998181,0.004044407595393785
2026-01-26T13:00:00-05:00,TQQQ,30m_close,1.44,CONFIRMED,BOTH,1,1,1,-1,0,0,1,-1,0,-1,1,0.24485557514718467,nan,nan,nan,1.0,1.0,15m bias=BOTH from VWAP (nan%),2026-01-26T13:30:59.961611-05:00,55.55,3300.0,55.56,1100.0,55.555,0.010000000000005116,0.018000180001809227
2026-01-26T13:15:00-05:00,TQQQ,15m_close,1.44,CONFIRMED,LONG_ONLY,1,1,1,-1,0,0,1,-1,0,1,1,0.24485557514718467,0.19858776884953758,nan,nan,1.0,1.0,15m bias=LONG_ONLY from VWAP (0.20%),2026-01-26T13:30:59.961611-05:00,55.55,3300.0,55.56,1100.0,55.555,0.010000000000005116,0.018000180001809227
2026-01-26T13:25:00-05:00,TQQQ,5m_close,1.44,CONFIRMED,LONG_ONLY,1,1,1,-1,0,0,1,-1,0,1,1,0.18760477093393918,0.19858776884953758,nan,nan,1.0,1.0,15m bias=LONG_ONLY from VWAP (0.20%),2026-01-26T13:30:59.961611-05:00,55.55,3300.0,55.56,1100.0,55.555,0.010000000000005116,0.018000180001809227
2026-01-26T13:00:00-05:00,NVD,30m_close,1.2,CONFIRMED,BOTH,1,1,0,0,0,-1,0,1,0,1,0,-0.09346861786830071,nan,nan,nan,1.0,1.0,30m neutral: no confirmation,2026-01-26T13:30:59.643539-05:00,7.08,2000.0,7.09,20200.0,7.085,0.009999999999999787,0.14114326040931244
