time,open,high,low,close,volume
2026-01-26T12:45:00-05:00,82.845,82.93,82.735,82.815,26539.0
2026-01-26T13:00:00-05:00,82.805,82.805,82.6,82.6,27068.0
2026-01-26T13:15:00-05:00,82.65,82.745,82.48,82.54,14991.0
2026-01-26T13:30:00-05:00,82.55,82.655,82.495,82.59,13293.0
2026-01-26T13:45:00-05:00,82.63,82.66,82.53,82.59,5986.0
2026-01-26T14:00:00-05:00,82.61,82.72,82.475,82.72,38233.0
2026-01-26T14:15:00-05:00,82.715,82.75,82.5,82.67,11464.0
2026-01-26T14:30:00-05:00,82.71,82.83,82.58,82.61,22045.0
2026-01-26T14:45:00-05:00,82.605,82.66,82.435,82.45,16411.0
2026-01-26T15:00:00-05:00,82.46,82.49,81.975,82.095,30573.0
2026-01-26T15:15:00-05:00,82.13,82.19,82.02,82.15,25421.0
2026-01-26T15:30:00-05:00,82.15,82.45,82.07,82.085,181031.0
